NNP, Pierre/NNP, 0.0005, 0.00010032605969400552
NNP, Vinken/NNP, 0.001, 0.00015048154093097913
NNP, Nov./NNP, 0.002, 0.0002507774099709098
NNP, Mr./NNP, 0.044, 0.004445110378583558
NNP, Elsevier/NNP, 0.0005, 0.00010032605969400552
NNP, N.V./NNP, 0.0015, 0.00020063199077092843
NNP, Dutch/NNP, 0.0005, 0.00010032605969400552
NNP, Rudolph/NNP, 0.0015, 0.00020063199077092843
NNP, Agnew/NNP, 0.0005, 0.00010032605969400552
NNP, Consolidated/NNP, 0.0005, 0.00010032605969400552
NNP, Gold/NNP, 0.0005, 0.00010032605969400552
NNP, Fields/NNP, 0.0005, 0.00010032605969400552
NNP, PLC/NNP, 0.001, 0.00015048154093097913
NNP, Kent/NNP, 0.003, 0.00035105315947843533
NNP, Lorillard/NNP, 0.002, 0.0002507774099709098
NNP, Inc./NNP, 0.008, 0.0008521303258145364
NNP, Loews/NNP, 0.0005, 0.00010032605969400552
NNP, Corp./NNP, 0.0055, 0.0006016545500125345
NNP, New/NNP, 0.018, 0.0018527791687531297
NNP, England/NNP, 0.0035, 0.00040118349129933303
NNP, Journal/NNP, 0.002, 0.0002507774099709098
NNP, Medicine/NNP, 0.001, 0.00015048154093097913
NNP, James/NNP, 0.0025, 0.00030091779928782786
NNP, A./NNP, 0.0015, 0.00020063199077092843
NNP, Talcott/NNP, 0.002, 0.0002507774099709098
NNP, Boston/NNP, 0.0015, 0.00020063199077092843
NNP, Dana-Farber/NNP, 0.0005, 0.00010032605969400552
NNP, Cancer/NNP, 0.001, 0.00015048154093097913
NNP, Institute/NNP, 0.002, 0.0002507774099709098
NNP, Dr./NNP, 0.002, 0.0002507774099709098
NNP, National/NNP, 0.002, 0.0002507774099709098
NNP, Harvard/NNP, 0.0005, 0.00010032605969400552
NNP, University/NNP, 0.004, 0.00045130879550697023
NNP, West/NNP, 0.0005, 0.00010032605969400552
NNP, Groton/NNP, 0.0005, 0.00010032605969400552
NNP, Mass./NNP, 0.001, 0.00015048154093097913
NNP, Hollingsworth/NNP, 0.001, 0.00015048154093097913
NNP, Vose/NNP, 0.001, 0.00015048154093097913
NNP, Co./NNP, 0.0065, 0.0007018599288113501
NNP, U.S./NNP, 0.036, 0.0036489053284014797
NNP, Brooke/NNP, 0.0005, 0.00010032605969400552
NNP, T./NNP, 0.0005, 0.00010032605969400552
NNP, Mossman/NNP, 0.001, 0.00015048154093097913
NNP, Vermont/NNP, 0.0005, 0.00010032605969400552
NNP, College/NNP, 0.0015, 0.00020063199077092843
NNP, July/NNP, 0.0015, 0.00020063199077092843
NNP, Environmental/NNP, 0.0005, 0.00010032605969400552
NNP, Protection/NNP, 0.0005, 0.00010032605969400552
NNP, Agency/NNP, 0.0005, 0.00010032605969400552
NNP, Darrell/NNP, 0.0005, 0.00010032605969400552
NNP, Phillips/NNP, 0.0005, 0.00010032605969400552
NNP, IBC/NNP, 0.0005, 0.00010032605969400552
NNP, Money/NNP, 0.001, 0.00015048154093097913
NNP, Fund/NNP, 0.0045, 0.0005014290728576442
NNP, Report/NNP, 0.0015, 0.00020063199077092843
NNP, Tuesday/NNP, 0.0025, 0.00030091779928782786
NNP, August/NNP, 0.005, 0.000551544324107501
NNP, Donoghue/NNP, 0.0005, 0.00010032605969400552
NNP, Brenda/NNP, 0.0005, 0.00010032605969400552
NNP, Malizia/NNP, 0.0005, 0.00010032605969400552
NNP, Negus/NNP, 0.0005, 0.00010032605969400552
NNP, Treasury/NNP, 0.0025, 0.00030091779928782786
NNP, Monday/NNP, 0.0005, 0.00010032605969400552
NNP, Dreyfus/NNP, 0.0005, 0.00010032605969400552
NNP, World-Wide/NNP, 0.0005, 0.00010032605969400552
NNP, Dollar/NNP, 0.0005, 0.00010032605969400552
NNP, J.P./NNP, 0.0005, 0.00010032605969400552
NNP, Bolduc/NNP, 0.0005, 0.00010032605969400552
NNP, W.R./NNP, 0.0015, 0.00020063199077092843
NNP, Grace/NNP, 0.002, 0.0002507774099709098
NNP, Terrence/NNP, 0.0005, 0.00010032605969400552
NNP, D./NNP, 0.001, 0.00015048154093097913
NNP, Daniels/NNP, 0.0005, 0.00010032605969400552
NNP, Energy/NNP, 0.001, 0.00015048154093097913
NNP, Pacific/NNP, 0.002, 0.0002507774099709098
NNP, First/NNP, 0.0005, 0.00010032605969400552
NNP, Financial/NNP, 0.0005, 0.00010032605969400552
NNP, Royal/NNP, 0.0005, 0.00010032605969400552
NNP, Trustco/NNP, 0.0005, 0.00010032605969400552
NNP, Ltd./NNP, 0.0035, 0.00040118349129933303
NNP, Toronto/NNP, 0.001, 0.00015048154093097913
NNP, McDermott/NNP, 0.0005, 0.00010032605969400552
NNP, International/NNP, 0.0035, 0.00040118349129933303
NNP, Babcock/NNP, 0.0005, 0.00010032605969400552
NNP, Wilcox/NNP, 0.0005, 0.00010032605969400552
NNP, Bailey/NNP, 0.0015, 0.00020063199077092843
NNP, Controls/NNP, 0.001, 0.00015048154093097913
NNP, Operations/NNP, 0.0005, 0.00010032605969400552
