NNP, 0.0912282301449804
,, 0.044439117929050816
CD, 0.026613927141322394
NNS, 0.05669395674601296
JJ, 0.05843174303259329
MD, 0.007073474470734744
VB, 0.02231704924465372
DT, 0.07666296090420605
NN, 0.11282713192095424
IN, 0.0908966523761744
., 0.03867856281649385
VBZ, 0.022508826990976855
VBG, 0.01385247118191263
CC, 0.021501153600706886
VBD, 0.032707332459843745
VBN, 0.02010618424933635
-NONE-, 0.060827365246890315
RB, 0.02756366474778027
TO, 0.019961650031958305
PRP, 0.018078817733990147
RBR, 0.0020526684690097127
WDT, 0.00335
VBP, 0.01243559254855331
RP, 0.0030509152745823746
PRP$, 0.008653702690605261
JJS, 0.002102628285356696
POS, 0.009097236031020084
``, 0.00786421780896919
EX, 0.0008020452152990125
'', 0.007765443775200358
WP, 0.0028514257128564283
:, 0.0055378168030333266
JJR, 0.00300105036762867
WRB, 0.0018027943312133806
$, 0.0053889526470735
NNPS, 0.001152535578272199
WP$, 0.00020063199077092843
, 0.00010032605969400552
wint, 0.00010032605969400552
-LRB-, 0.0007519550832163625
-RRB-, 0.0007519550832163625
PDT, 0.00020063199077092843
RBS, 0.00035105315947843533
FW, 0.00015048154093097913
UH, 0.00010032605969400552
McGraw-Hi, 0.00010032605969400552
